Date,PortNumber,ServiceName,RequestedBy,ChangeDescription,ExecutionGrp

Mon Jul 4 10:08:00 AST 2016 , 7848, NGI_VehicleInsurenceQutationsService, Venkat, Added the new object(Headers features) in BKIC service getVehicleQutationData method
Thu Dec 14 09:06:16 AST 2017 , 7848, NGI_MOJCaseService, Uma, BuildNumber: 201712140900 Changes: In SubmitApplicationDetails method, if PaymentDetails object is empty or null, dont send payment object to backend service.
Thu Dec 14 10:20:35 AST 2017 , 7848, NGI_IssuanceofInsurancePolicyforKFCUICService, Venkat, BuildNumber:201712140938, Removed the time node
Thu Dec 14 10:21:49 AST 2017 , 7854, NGI_IssuanceofInsurancePolicyforKFCUICService, Venkat, BuildNumber:201712140938, Removed the time node
Thu Dec 14 10:22:27 AST 2017 , 7854, NGI_IssuanceofInsurancePolicyforKFCUICService, Venkat, BuildNumber:201712140938, Removed the time node
Thu Dec 14 14:55:58 AST 2017 , 7848, NGIIGAFrequenciesService, Thiyan, BuildNumber:201712141440, New development. Just integrated backend methods and logs done
Thu Dec 14 15:07:03 AST 2017 , 7848, NGI_ReissueDrivingLicense, Sudhakar, BuildNumber:201712141459, Change : Added country code
Thu Dec 14 16:01:15 AST 2017 , 7848, NGI_ReissueDrivingLicense, Sudhakar, BuildNumber:201712141559, Change : bug fix.
Thu Dec 14 16:01:39 AST 2017 , 7848, NGI_ReissueDrivingLicense, Sudhakar, BuildNumber:201712141559, Change : bug fix.
Thu Dec 14 17:06:23 AST 2017 , 7854, NGICSBPermissionService, Thiyan, Changes: Remove validation
Thu Dec 14 17:06:54 AST 2017 , 7854, NGICSBPermissionService, Thiyan, Changes: Remove validation
Tue Dec 19 09:02:37 AST 2017 , 7848, NGI_MOJCaseService, Uma, BuildNumber: 201712190900, Changes: Seting PaymnetDate as backend timestamp format.
Tue Dec 19 13:19:08 AST 2017 , 7848, NGI-CustomServiceMF, Venkat, BuildNumber: 201712190907, Added the new error codes(0120,0121) in GetAvailableTrainingSessionsForClearingAgents,GetAvailableTrainingSessionsForTrainee and GetUserProfile methods
Tue Dec 19 13:20:16 AST 2017 , 7848, NGI-CustomServiceMF, Venkat, BuildNumber: 201712191237, Updated the error message in the GetAvailableTrainingSessionsForTrainee method
Tue Dec 19 14:42:37 AST 2017 , 7848, NGI_MOJCaseService, Uma, BuildNumber: 201712191440, Changes: Seting PaymnetDate as backend timestamp format.
Wed Dec 20 11:42:14 AST 2017 , 7848, NGIIGAFrequenciesService, Thiyan, BuildNumber:201712141440, New development. Just integrated backend methods and logs done
Wed Dec 20 12:05:15 AST 2017 , 7848, NGIIGAFrequenciesService, Thiyan, BuildNumber:201712141440, New development. Just integrated backend methods and logs done
Wed Dec 20 16:05:06 AST 2017 , 7848, NGIIGAFrequenciesService, Thiyan, BuildNumber:201712201600, New development. Just integrated backend methods and logs done
Sun Dec 24 08:59:19 AST 2017 , 7854, NGI_Sehati, Venkat, BuildNumber:201712240831 Removed the timeout node
Sun Dec 24 09:04:59 AST 2017 , 7854, NGI_AskADoctorApplication, Venkat, BuildNumber:201712240839 Removed the timeout node
Sun Dec 24 11:26:54 AST 2017 , 7854, NGI_AskADoctorApplication, Venkat, BuildNumber:201712241045 Updated the ministry IP from static to dynamic in the code
Sun Dec 24 11:51:31 AST 2017 , 7848, NGI_PowerOfAttorneyService, Uma, BuildNumber: 201712241140 Changes: Added and implemented new method: LKUPGovernmentEntity which will call GetGovernmentEntity from Minor funds service
Sun Dec 24 12:32:58 AST 2017 , 7848, NGI_GDTDashboardService, Sudhakar, Build number :201712241213 Change Description  : handling nil = true from backend for reserved numbers
Sun Dec 24 12:33:58 AST 2017 , 7854, NGI_GDTDashboardService, Sudhakar, Build number :201712241213 Change Description  : handling nil = true from backend for reserved numbers
Sun Dec 24 13:15:00 AST 2017 , 7848, NGIIGAFrequenciesService, Thiyan, BuildNo. 201712241235 Changes: Logging issues fixed. Look up values changed as per enum
Sun Dec 24 13:18:14 AST 2017 , 7848, NGI-CustomServiceMF, Venkat, BuildNumber:201712241311 Added the new parameter language in the RescheduleTrainingSession method
Sun Dec 24 13:24:22 AST 2017 , 7848, NGIIGAFrequenciesService, Thiyan, BuildNo. 201712241235 Changes: Logging issues fixed. Look up values changed as per enum
Sun Dec 24 13:25:05 AST 2017 , 7848, NGIIGAFrequenciesService, Thiyan, BuildNo. 201712241235 Changes: Logging issues fixed. Look up values changed as per enum
Sun Dec 24 14:43:12 AST 2017 , 7854, NGICSBPermissionService, Thiyan, BuildNo. 201712241338 Changes: Backend added canSubmit field in pending permission object
Mon Dec 25 08:03:01 AST 2017 , 7848, NGIIGAFrequenciesService, Thiyan, BuildNo. 201712241631 Changes: basic code cleaning
Mon Dec 25 08:51:35 AST 2017 , 7848, NGI_PowerOfAttorneyService, Uma, BuildNumber: 201712250840 Changes: Added new fields in ValidateParty response
Mon Dec 25 09:12:45 AST 2017 , 7848, NGI_GDTDashboardService, Sudhakar, Build number :201712241213 Change Description  : handling nil = true from backend for reserved numbers and handling reserved number time interval
Mon Dec 25 09:16:06 AST 2017 , 7854, NGI_GDTDashboardService, Sudhakar, Build number :201712241213 Change Description  : handling nil = true from backend for reserved numbers and handling reserved number time interval
Mon Dec 25 11:02:53 AST 2017 , 7848, NGI-CustomServiceMF, Venkat, BuildNumber:201712251043 Added the new error code(CUSTOM-0117) in the GetAvailableTrainingSessionsForTrainee method
Mon Dec 25 11:38:10 AST 2017 , 7854, NGICSBPermissionService, Thiyan, BuildNo. 201712251131 Changes: Backend added error code 004. NGI error code CSBP-0005 added
Mon Dec 25 14:38:40 AST 2017 , 7848, NGIIGAFrequenciesService, Thiyan, BuildNo. 201712251007 Changes: Bug Fixes
Mon Dec 25 15:57:18 AST 2017 , 7848, NGIIGAFrequenciesService, Thiyan, BuildNo. 201712251549 Changes: CanbeCanceled field mapping in agent response. Spec logic added to list error codes
Mon Dec 25 16:30:09 AST 2017 , 7848, NGI-CustomServiceMF, Venkat, BuildNumber:201712251617 Backend added the new error code(086) in the GetAvailableTrainingSessionsForClearingAgents method
Tue Dec 26 10:32:47 AST 2017 , 7848, NGIIGAFrequenciesService, Thiyan, BuildNo. 201712261018 Changes: Log text fix and code cleaning
Tue Dec 26 11:49:11 AST 2017 , 7848, NGI_PublicProsecutionService, Uma, BuildNumber: 201712261120 Changes: Updated backend execution service wsdl to reflect additional fields in ChackIfLawyer method response
Tue Dec 26 15:50:52 AST 2017 , 7848, NGI_PreEmploymentHealthCheckupWebService, Venkat, BuildNumber:201712261524 Add the new error codes(0028,0029,0030,0031) in the GetAppointment details
Wed Dec 27 09:39:30 AST 2017 , 7848, NGI_MOJCaseService, Uma, BuildNumber: 201712270930 Changes: Updated code to handle new backend error codes: 004, 005, 006, 007, in the methods FetchCaseNotes, FetchExpertDetails, FetchPartiesDetails, FetchApplicantRequestType
Wed Dec 27 10:36:18 AST 2017 , 7848, NGI_PowerOfAttorneyService, Uma, BuildNumber: 201712271030 Changes: Updated code to handle new error code from backend: 004-REQUEST ALREADY EXIST in the method SubmitPowerOfAttorneyDetails
Wed Dec 27 11:00:37 AST 2017 , 7848, NGI_GDTDashboardService, Sudhakar, Build number : 201712271023 Change Description : Bug fix for payment of traffic contraventions CPR/CR ( Passing same CPR/CR number in the response message from request)
Wed Dec 27 11:01:42 AST 2017 , 7854, NGI_GDTDashboardService, Sudhakar, Build number : 201712271023 Change Description : Bug fix for payment of traffic contraventions CPR/CR ( Passing same CPR/CR number in the response message from request)
Wed Dec 27 11:02:38 AST 2017 , 7856, NGI_GDTDashboardService, Sudhakar, Build number : 201712271023 Change Description : Bug fix for payment of traffic contraventions CPR/CR ( Passing same CPR/CR number in the response message from request)
Wed Dec 27 11:04:44 AST 2017 , 7853, NGI_GDTDashboardService, Sudhakar, Build number : 201712271023 Change Description : Bug fix for payment of traffic contraventions CPR/CR ( Passing same CPR/CR number in the response message from request)
Wed Dec 27 12:25:28 AST 2017 , 7853, NGI_GDTDashboardService, Sudhakar, Build number : 201712271023 Change Description : Bug fix for payment of traffic contraventions CPR/CR ( Passing same CPR/CR number in the response message from request)
Wed Dec 27 12:27:04 AST 2017 , 7853, NGI_GDTDashboardService, Sudhakar, Build number : 201712271023 Change Description : Bug fix for payment of traffic contraventions CPR/CR ( Passing same CPR/CR number in the response message from request)
Wed Dec 27 12:28:35 AST 2017 , 7856, NGI_GDTDashboardService, Sudhakar, Build number : 201712271023 Change Description : Bug fix for payment of traffic contraventions CPR/CR ( Passing same CPR/CR number in the response message from request)
Wed Dec 27 14:57:09 AST 2017 , 7848, NGI_MOJCaseService, Uma, BuildNumber: 201712271450 Changes: Updated code to handle new backend error code: 006, INVALID PARTY AND CASE NUMBER in the method SubmitApplicationDetails
Wed Dec 27 16:38:21 AST 2017 , 7854, NGI-CSBServiceBPEL_HTTPS, Thiyan, New method added.
Wed Dec 27 16:55:52 AST 2017 , 7854, NGI-CSBServiceBPEL_HTTPS, Thiyan, BuildNo. 201712271616 Changes: GetEmployeeAttendanceMoreInfo, a new method added for Mobile
Thu Dec 28 14:58:48 AST 2017 , 7848, NGI_ReissueDrivingLicense, Sudhakar, Build Number : 201712281437 Change Description : Handling new backend error codes 139 and 140
Thu Dec 28 15:11:00 AST 2017 , 7848, NGI_MOJCaseService, Uma, BuildNumber: 201712281450 Changes: Updated code to handle new backend error code 008-PROVIDED CASE NUMBER IS NOT ACTIVE in FetchCaseNotes method
Sun Dec 31 13:24:49 AST 2017 , 7854, NGICSBPermissionService, Thiyan, BuildNo. 201712311319 Changes: Date format changed from MM to M
Sun Dec 31 16:01:14 AST 2017 , 7848, NGI-ExecutionServices, Uma, CR_PRD_2562 Update backend wsdl in NGI service to include new fields from CheckIfLawyer response
Tue Jan 2 11:29:13 AST 2018 , 7854, NGI_CSBJobPosting, Thiyan, BuildNo. 201801021112 Changes: Logs optimized. Created a new .bar from workspace as a rebuild
Tue Jan 2 11:58:24 AST 2018 , 7848, NGI_SmartCardApplicationEKey, Sudhakar, Build number : 201801021148 Change Description : Backend has provided new field cprNumberStgto display the CPR number include leading zeros
Tue Jan 2 12:01:38 AST 2018 , 7854, NGI_CSBJobPosting, Thiyan, BuildNo. 201801021150 Changes: Request not logged for AttachFile method
Tue Jan 2 12:11:11 AST 2018 , 7848, NGI_SmartCardApplicationEKey, Sudhakar, Build number : 201801021207 Change Description : Bug Fix
Tue Jan 2 13:59:10 AST 2018 , 7854, NGI_CSBJobPosting, Thiyan, BuildNo. 201801021319 Changes: NGI Request not logged for AttachFile method
Tue Jan 2 15:15:36 AST 2018 , 7854, NGICSBPermissionService, Thiyan, BuildNo. 201801021507 Changes: Changed mesageset name from CSBBackendMS to CSBPermissionBackendMS
Tue Jan 2 15:22:33 AST 2018 , 7854, NGICSBPermissionService, Thiyan, BuildNo. 201801021507 Changes: Changed mesageset name from CSBBackendMS to CSBPermissionBackendMS
Tue Jan 2 15:37:46 AST 2018 , 7854, NGICSBPermissionService, Thiyan, BuildNo. 201801021507 Changes: Changed mesageset name from CSBBackendMS to CSBPermissionBackendMS
Tue Jan 2 15:39:32 AST 2018 , 7854, NGICSBPermissionService, Thiyan, BuildNo. 201801021507 Changes: Changed mesageset name from CSBBackendMS to CSBPermissionBackendMS
Tue Jan 2 15:55:39 AST 2018 , 7848, NGI_SmartCardApplicationEKey, Sudhakar, Build number : 201801021548  Change Description :   Changed AuthorizationCode field type from integer to staging in backend request and NGI handling same
Thu Jan 4 08:43:50 AST 2018 , 7848, NGI_ZakatService, Uma, BuildNumber: 201801040830 Changes: Changed the casting type from integer to decimal for the amount field while assigning to backend service
Thu Jan 4 10:51:36 AST 2018 , PORTALPLUS_EXEGRP_BPEL, 7848, NGI_ZakatService, Uma, BuildNumber: 201801040830 Changes: Changed the casting type from integer to decimal for the amount field while assigning to backend service
Mon Jan 8 11:36:16 AST 2018 , PORTALPLUS_EXEGRP_BPEL, 7848, NGI_ReissueDrivingLicense, Sudhakar, Build number : 201801081110 Change Description : Removed RDL-0027 error code and modified the error desc for RDL-0026
Mon Jan 8 12:48:16 AST 2018 , MOBILE_EXE_GRP, 7854, NGI_Sehati, Venkat, BuildNumber:201801081238 Added the new appointstatus ATTENDED in the ViewPastAppointmentHistory method
Tue Jan 9 15:06:46 AST 2018 , PORTALPLUS_EXEGRP_BPEL, 7848, NGI_ReissueDrivingLicense, Sudhakar, Build number : 201801091441 Changed : Handling new backend error codes 142 & 143
Wed Jan 10 13:41:42 AST 2018 , PORTALPLUS_EXEGRP_BPEL, 7848, NGI-eBillBPELWrapper, Uma, Log updated
Wed Jan 10 14:20:50 AST 2018 , PORTALPLUS_EXEGRP_BPEL, 7848, NGI-eBillBPELWrapper, Uma, Logging fix
Wed Jan 10 14:55:23 AST 2018 , PORTALPLUS_EXEGRP_BPEL, 7848, NGI-eBillBPELWrapper, Uma, Logging fix
Wed Jan 10 15:13:07 AST 2018 , PORTALPLUS_EXEGRP_BPEL, 7848, NGI-eBillBPELWrapper, Uma, Log updated
Wed Jan 10 15:29:19 AST 2018 , PORTALPLUS_EXEGRP_BPEL, 7848, NGI-eBillBPELWrapper, Uma, Log updated
Wed Jan 10 15:41:42 AST 2018 , PORTALPLUS_EXEGRP_BPEL, 7848, NGI-eBillBPELWrapper, Uma, Logging fix
Wed Jan 10 15:57:10 AST 2018 , PORTALPLUS_EXEGRP_BPEL, 7848, NGI-eBillBPELWrapper, Uma, Logging fix
Wed Jan 10 15:59:52 AST 2018 , PORTALPLUS_EXEGRP_BPEL, 7848, NGI-eBillBPELWrapper, Uma, Logging fix
Wed Jan 10 16:10:58 AST 2018 , PORTALPLUS_EXEGRP_BPEL, 7848, NGI-eBillBPELWrapper, Uma, Logging fix
Wed Jan 10 16:19:16 AST 2018 , PORTALPLUS_EXEGRP_BPEL, 7848, NGI-eBillBPELWrapper, Uma, Logging fix
Wed Jan 10 16:19:36 AST 2018 , PORTALPLUS_EXEGRP_BPEL, 7848, NGI-eBillBPELWrapper, Uma, Logging fix
Wed Jan 10 16:25:05 AST 2018 , eBANK_EXE_GRP, 7846, NGI-eBillBPELWrapper, Uma, Logging fix
Wed Jan 10 16:29:30 AST 2018 , eBANK_EXE_GRP, 7846, NGI-eBillBPELWrapper, Uma, Logging fix
Wed Jan 10 16:30:47 AST 2018 , eBANK_EXE_GRP, 7846, NGI-eBillBPELWrapper, Uma, Logging fix
Thu Jan 11 08:11:28 AST 2018 , PORTALPLUS_EXEGRP_BPEL, 7848, NGI-eBillBPELWrapper, Uma, Logging fix
Thu Jan 11 10:43:43 AST 2018 , PORTALPLUS_EXEGRP_BPEL, 7848, NGI-eBillBPELWrapper, Uma, Log updated
Thu Jan 11 10:44:23 AST 2018 , PORTALPLUS_EXEGRP_BPEL, 7848, NGI-eBillBPELWrapper, Uma, Log updated
Thu Jan 11 11:10:24 AST 2018 , PORTALPLUS_EXEGRP_BPEL, 7848, NGI-eBillBPELWrapper, Uma, Log updated
Thu Jan 11 12:00:23 AST 2018 , PORTALPLUS_EXEGRP_BPEL, 7848, NGI_ZakatService, Uma, BuildNumber: 201801111150 Changes: 1. Updated backend wsdl to include new method GetZakatQuorum.2. Added and implemented new method LKUPZakatQuorum
Sun Jan 14 16:28:42 AST 2018 , PORTALPLUS_EXEGRP_BPEL, 7848, NGI_ZakatService, Uma, CR_PRD_2604 Changes: Updated backend wsdl to include new method GetZakatQuorum. Added and implemented new method LKUPZakatQuorum BuildNumber: 201801111150
Mon Jan 15 12:13:04 AST 2018 , PORTALPLUS_EXEGRP_BPEL, 7848, NGI_IssuanceofInsurancePolicyforKFCUICService, Venkat, BuildNumber:201801151150 Updated the date format for PolicyEndDate from 'YYYY' to 'yyyy';
Mon Jan 15 12:14:16 AST 2018 , MOBILE_EXE_GRP, 7854, NGI_IssuanceofInsurancePolicyforKFCUICService, Venkat, BuildNumber:201801151150 Updated the date format for PolicyEndDate from 'YYYY' to 'yyyy';
Wed Jan 17 14:39:52 AST 2018 , TawasulV3, 7855, NationalComplaintsApprovalBAR, Thiyan, BuildNo. 201801171253 Changes: Added restriction for new MOW system user to access only allowed methods which is required for MOW integration
Thu Jan 18 10:31:49 AST 2018 , PORTALPLUS_EXEGRP_BPEL, 7848, NGI_GovernmentDirectory, Uma, BuildNumber: 201801180930 Changes: Changed the logic to fetch all entities using the method: GetMinistryDetails
Sun Jan 21 08:26:23 AST 2018 , PORTALPLUS_EXEGRP_BPEL, 7848, NGI_GovernmentDirectory, Uma, BuildNumber: 201801210810 Changes: Added and implemented 2 new methods: SearchEntity & SearchEmployee
Sun Jan 21 13:34:40 AST 2018 , TawasulV3, 7855, NationalComplaintsApprovalBAR, Thiyan, BuildNo. 201801211302 Changes: Implemented separate logger for MOW calls
Sun Jan 22 08:10:40 AST 2018 , TawasulV3, 7855, NationalComplaintsApprovalBAR, Thiyan, buildNo. 201801211605 Changes: Added this line in Request Map mapping node in submit User feedback flow to handle null comments. esql:coalesce($source/bons2:submitResolvedFeedback/feedbackRequest/comment No Comments


Mon Jan 22 12:16:40 AST 2018 , PORTALPLUS_EXEGRP_BPEL, 7848, NGI-CSBServiceBPEL_HTTPS, Uma, BuildNumber: 201801221150 Changes: Implemented the methods: CSBLogin, GETPaySlipDetails in broker flow. Not invoking process server for these 2 methods
Mon Jan 22 12:19:15 AST 2018 , MOBILE_EXE_GRP, 7854, NGI-CSBServiceBPEL_HTTPS, Uma, BuildNumber: 201801221150 Changes: Implemented the methods: CSBLogin, GETPaySlipDetails in broker flow. Not invoking process server for these 2 methods
Tue Jan 23 08:22:26 AST 2018 , MOBILE_EXE_GRP, 7854, NGI-CSBServiceBPEL_HTTPS, Uma, BuildNumber: 201801230815 Changes: Implemented the methods: CSBLogin, GETPaySlipDetails in broker flow. Not invoking process server for these 2 methods.
Tue Jan 23 08:24:09 AST 2018 , PORTALPLUS_EXEGRP_BPEL, 7848, NGI-CSBServiceBPEL_HTTPS, Uma, BuildNumber: 201801230815 Changes: Implemented the methods: CSBLogin, GETPaySlipDetails in broker flow. Not invoking process server for these 2 methods.
Tue Jan 23 08:28:37 AST 2018 , TawasulV3, 7855, NationalComplaintsApprovalBAR, Thiyan, BuildNo. 201801230802 Changes: Added last 2 entries in properties file. Build code after merging the recent production interim fix. Ref: CR_PRD_2620
